站点,样品类型,样品ID,时间,水温(℃),pH 值(无量纲),溶解氧(mg/L),电导率(uS/cm),浊度(NTU),氨氮(mg/L),总磷(mg/L),总氮(mg/L),化学需氧量(mg/L),硝酸盐氮(mg/L),透明度(cm)
14.2,水样,BYD230822157,2023/8/24 18:52,,,,,,,0.5,16.20 (T),31,14.08 (T),
15,水样,nymy24052077,2024/5/27 15:14,,,,,,,1.202,5.09,278.2,2.96,
15,水样,nymy23112884,2024/5/20 12:30,,,,,,0.659,0.671,41.98,30.3,23.52 (T),
15,水样,nymy231128146,2024/5/5 12:30,,,,,,,0.298,3.13,,2.63,
15,水样,nymy23112874,2024/5/4 12:30,,,,,,,0.275,,,3.45,
15,水样,nymy23112875,2024/5/3 12:30,,,,,,,0.417,,,2.72,
15,水样,nymy23112876,2024/5/2 12:30,,,,,,,0.32,2.38,3.0 (L),2.22,
15,水样,NYMY23112856,2023/12/13 08:00,,,,,,0.023,0.143,,,,
15,水样,NYMY23112861,2023/12/12 08:00,,,,,,0.055,0.125,,,,
15,水样,NYMY23112860,2023/12/11 08:00,,,,,,0.107,0.13,,,,
15,水样,NYMY23112859,2023/12/10 08:00,,,,,,0.016,0.111,,,,
15,水样,NYMY23112858,2023/12/9 08:00,,,,,,0.010 (L),0.119,,,,
15,水样,NYMY23112857,2023/12/8 08:00,,,,,,0.01,0.157,,,,
15,水样,NYMY23111368,2023/11/21 08:00,,,,,,,0.286,3.85,16.6,3.26,
15,水样,NYMY23111367,2023/11/20 08:00,,,,,,,0.212,5.88,19.1,5.24,
15,水样,NYMY23111366,2023/11/19 08:00,,,,,,,0.177,2.74,9.2,2.76,
15,水样,NYMY23111365,2023/11/18 08:00,,,,,,,0.474,6.59,35.4,5.18,
15,水样,NYMY23101393,2023/11/17 08:00,,,,,,0.028,0.117,4.18,3.0 (L),3.69,
15,水样,NYMY23101394,2023/11/16 08:00,,,,,,0.07,0.13,2.74,3.0 (L),2.88,
15,水样,NYMY23111329,2023/11/15 08:00,,,,,,0.03,0.164,1.71,8.3,1.6,
15,水样,NYMY23111330,2023/11/14 08:00,,,,,,0.010 (L),0.103,2.08,3.0 (L),2.23,
15,水样,NYMY23101370,2023/11/13 08:00,,,,,,0.026,0.139,2.71,3.0 (L),2.91,
15,水样,NYMY23101365,2023/11/12 08:00,,,,,,0.023,0.101,1.49,3.0 (L),1.59,
15,水样,NYMY23101366,2023/11/11 08:00,,,,,,0.011,0.13,4.56,3.0 (L),4.26,
15,水样,NYMY23101367,2023/11/10 08:00,,,,,,0.013,0.178,2.41,4.6,2.45,
15,水样,NYMY23101368,2023/11/9 08:00,,,,,,0.018,0.09,1.98,3.0 (L),2.06,
15,水样,NYMY23101369,2023/11/8 08:00,,,,,,0.010 (L),0.097,3.92,3.0 (L),3.56,
15,水样,NYMY231013177,2023/11/6 08:00,,,,,,0.018,0.192,3.81,8.4,3.68,
15,水样,NYMY231013173,2023/11/5 08:00,,,,,,,0.135,2.82,6.8,2.94,
15,水样,NYMY231013174,2023/11/4 08:00,,,,,,0.010 (L),0.168,1.54,6.9,1.75,
15,水样,NYMY231013175,2023/11/3 08:00,,,,,,0.010 (L),0.149,2.88,4.2,3.12,
15,水样,NYMY231013176,2023/11/2 08:00,,,,,,0.010 (L),0.118,1.43,3.0 (L),1.74,
15,水样,NYMY231013178,2023/11/1 08:00,,,,,,0.010 (L),0.127,3.06,7.4,3.27,
15,水样,NYMY2310379,2023/10/30 08:00,,,,,,,0.147,5.71,8,5.52 (T),
15,水样,"NYMY23103142,nymy2310379",2023/10/30 08:00,,,,,,0.016,0.113,3.92,3.0 (L),3.92,
15,水样,NYMY23103138,2023/10/29 08:00,,,,,,0.05,0.141,4.19,3.0 (L),3.95,
15,水样,NYMY23103139,2023/10/28 08:00,,,,,,0.064,0.17,2.65,4.2,2.6,
15,水样,NYMY2310314,2023/10/27 08:00,,,,,,0.014,0.193,4.41,3.0 (L),4.18,
15,水样,NYMY23103140,2023/10/26 08:00,,,,,,0.012,0.189,,3.0 (L),3.75,
15,水样,NYMY23103141,2023/10/25 08:00,,,,,,0.014,0.166,3.87,6.1,3.76,
15,水样,NYMY2310377,2023/10/23 08:00,,,,,,0.010 (L),0.094,2.11,6.7,2.23,
15,水样,"NYMY2310378,NYMY2310380",2023/10/22 08:00,,,,,,0.010 (L),0.153,3.38,9.9,3.2,
15,水样,NYMY2310382,2023/10/19 08:00,,,,,,0.010 (L),0.164,5.3,8.9,4.95,
15,水样,NYMY2310381,2023/10/18 08:00,,,,,,0.010 (L),0.188,5.84,8.7,5.74 (T),
15,水样,NYMY230920115,2023/10/10 08:00,,,,,,0.010 (L),0.824,23.03,44.2,16.74 (T),
15,水样,nymy230920116,2023/10/9 08:00,,,,,,0.121,0.741,15.25,42,13.99 (T),
15,水样,NYMY230920117,2023/10/8 08:00,,,,,,0.010 (L),0.254,3.8,6.9,4.42,
15,水样,NYMY230920118,2023/10/7 08:00,,,,,,0.010 (L),0.195,3.38,7.9,3.61,
15,水样,3-23051206,2023/10/6 08:00,,,,,,0.010 (L),0.199,9.5,5.5,5.34 (T),
15,水样,NYMY230920120,2023/10/5 08:00,,,,,,0.010 (L),0.197,3.34,10.4,3.05,
15,水样,NYMY23091992,2023/9/30 08:00,,,,,,,0.122,4.98,3.7,4.52,
15,水样,NYMY23091991,2023/9/29 08:00,,,,,,,0.117,5.3,4.8,,
15,水样,NYMY23091990,2023/9/28 08:00,,,,,,,0.113,1.98,5.5,1.92,
15,水样,NYMY23091989,2023/9/27 08:00,,,,,,,0.157,2.35,5.6,2.02,
15,水样,NYMY23091988,2023/9/26 08:00,,,,,,,0.115,2.28,,1.86 (T),
15,水样,NYMY23091993,2023/9/25 08:00,,,,,,,0.137,5.59,7.1,5.09 (T),
15,水样,NYMY23090697,2023/9/19 08:00,,,,,,0.010 (L),0.143,5.54,10.6,3.46,
15,水样,NYMY23090696,2023/9/18 08:00,,,,,,0.010 (L),0.256,6.3,10,6.65 (T),
15,水样,NYMY23090695,2023/9/17 08:00,,,,,,0.012,0.126,3.85,10.9,4.57,
15,水样,NYMY23090699,2023/9/16 08:00,,,,,,0.010 (L),0.144,6.37,14.5,6.81 (T),
15,水样,NYMY23090698,2023/9/15 08:00,,,,,,0.010 (L),0.169,6.98,7.7,7.40 (T),
15,水样,NYMY23090666,2023/9/14 23:10,,,,,,0.010 (L),0.186,7.43,10.8,7.63 (T),
15,水样,NYMY23082482,2023/9/13 11:10,,,,,,0.010 (L),0.744,20.77,35.3,17.06 (T),
15,水样,NYMY23082481,2023/9/13 07:10,,,,,,0.010 (L),0.757,18.49,30.2,15.30 (T),
15,水样,NYMY23082480,2023/9/13 03:10,,,,,,0.010 (L),0.818,13.54,28.5,11.89 (T),
15,水样,NYMY23082479,2023/9/12 23:10,,,,,,0.010 (L),0.41,3.4,12.3,3.23,
15,水样,NYMY23082877,2023/9/12 08:00,,,,,,0.010 (L),0.171,5.53,11.7,5.33 (T),
15,水样,NYMY23082875,2023/9/11 08:00,,,,,,0.010 (L),0.089,2.2,5.6,2.15,
15,水样,NYMY23082871,2023/9/10 08:00,,,,,,0.010 (L),0.121,7.88,12.8,7.27 (T),
15,水样,NYMY23082872,2023/9/9 08:00,,,,,,0.010 (L),0.108,4.24,5.1,4.2,
15,水样,NYMY23082873,2023/9/8 08:00,,,,,,0.010 (L),0.166,6.77,-1.3 (L),6.61 (T),
15,水样,BYD230822193,2023/9/7 08:00,,,,,,0.010 (L),0.176,7.28,14.4,6.85 (T),
15,水样,BYD230822191,2023/9/6 08:00,,,,,,0.000 (TO),0.08,8.83,16.2,8.26 (T),
15,水样,NYMY23082874,2023/9/5 18:41,,,,,,0.010 (L),,8.35,14.3,8.08 (T),
15,水样,NYMY23082876,2023/8/30 08:00,,,,,,0.010 (L),,6.3,15.7,6.36 (T),
15,水样,NYMY23082478,2023/8/29 08:00,,,,,,,0.188,8.14,11.3,7.32 (T),
15,水样,NYMY23082472,2023/8/28 17:36,,,,,,,0.25,8.71,13.9,7.72 (T),
15,水样,NYMY23082473,2023/8/28 10:58,,,,,,,0.356,6.31,16,5.49 (T),
15,水样,NYMY23082474,2023/8/28 08:00,,,,,,,0.153,5.81,9.9,5.19 (T),
15,水样,NYMY23082475,2023/8/27 08:00,,,,,,,0.162,8.61,8.5,7.65 (T),
15,水样,NYMY23082477,2023/8/24 19:48,,,,,,,0.521,21.71 (T),31.1,18.47 (T),
16,水样,nymy23112823,2024/5/20 21:49,,,,,,,0.424,2.53,,1.88,
16,水样,nymy23112822,2024/5/20 19:51,,,,,,0.013,0.878,28.69,52.7,20.33 (T),
16,水样,NYMY231013196,2023/11/21 14:10,,,,,,0.045,0.249,5.89,10,5.33,
16,水样,NYMY231013171,2023/11/21 08:00,,,,,,0.013,0.259,6.13,11.2,5.51,
16,水样,NYMY230919111,2023/11/6 14:15,,,,,,0.010 (L),0.087,3.42,5.8,3.14,
16,水样,NYMY230919112,2023/10/30 12:49,,,,,,0.053,0.152,6.58,3.0 (L),5.85,
16,水样,NYMY23103136,2023/10/30 08:00,,,,,,0.017,0.154,5.59,3.0 (L),5.57,
16,水样,NYMY230919113,2023/10/23 08:00,,,,,,0.010 (L),0.19,7.69,9.6,6.97 (T),
16,水样,nymy23090653,2023/10/11 10:42,,,,,,0.313,1.322,35.06,38.1,22.81 (T),
16,水样,nymy23090652,2023/10/11 08:00,,,,,,0.645,1.321,34.49,37.9,22.78 (T),
16,水样,NYMY23082880,2023/9/5 19:11,,,,,,0.010 (L),,17.79,17.4,15.41 (T),
16,水样,NYMY23082882,2023/9/5 17:40,,,,,,0.010 (L),,16.67,20.7,14.61 (T),
16,水样,NYMY23082484,2023/8/29 08:00,,,,,,,0.428,17.28 (T),14.9,15.27 (T),
16,水样,NYMY230823192,2023/8/28 17:38,,,,,,,0.386,16.55 (T),11.7,14.51 (T),
16,水样,NYMY230823198,2023/8/26 14:52,,,,,,0.010 (L),,18.88 (T),20.6,,
16,水样,NYMY230823199,2023/8/26 13:39,,,,,,0.010 (L),,19.51 (T),18.7,,
17,水样,NYMY23101373,2023/11/17 08:00,,,,,,0.016,0.158,0.41,3.0 (L),0.43,
17,水样,NYMY23101374,2023/11/16 08:00,,,,,,0.018,0.157,0.16,3.0 (L),0.14,
17,水样,NYMY23101375,2023/11/15 08:00,,,,,,0.015,0.199,0.31,3.0 (L),0.27,
17,水样,NYMY23101376,2023/11/14 08:00,,,,,,0.011,0.18,0.66,3.0 (L),0.63,
17,水样,NYMY231013199,2023/11/13 08:00,,,,,,0.037,0.187,0.94,3.0 (L),0.9,
17,水样,NYMY231013197,2023/11/11 08:00,,,,,,0.011,0.167,0.8,3.0 (L),0.85,
17,水样,NYMY23101320,2023/11/10 08:00,,,,,,0.015,0.173,0.44,3.0 (L),0.44,
17,水样,NYMY231013200,2023/11/8 08:00,,,,,,0.010 (L),0.175,0.59,3.0 (L),0.6,
17,水样,NYMY23101321,2023/11/7 08:00,,,,,,0.010 (L),0.165,0.78,3.0 (L),0.78,
17,水样,NYMY231013170,2023/11/6 08:00,,,,,,0.017,0.205,3.2,3.0 (L),4.07,
17,水样,NYMY231013166,2023/11/5 08:00,,,,,,0.012,0.139,0.59,3.0 (L),0.64,
17,水样,NYMY231013167,2023/11/4 08:00,,,,,,0.018,0.155,-0.09 (L),3.0 (L),0.28,
17,水样,NYMY231013168,2023/11/3 08:00,,,,,,0.037,0.186,3.86,3.0 (L),3.58,
17,水样,NYMY231013169,2023/11/2 08:00,,,,,,0.012,0.181,0.2,5.6,0.48,
17,水样,NYMY23101317,2023/11/1 08:00,,,,,,0.023,0.033,0.05 (L),3.0 (L),0.17,
17,水样,NYMY23103174,2023/10/29 08:00,,,,,,0.015,0.127,0.38,3.0 (L),0.58,
17,水样,NYMY23103175,2023/10/28 08:00,,,,,,0.024,0.14,0.54,3.0 (L),0.72,
17,水样,NYMY23103176,2023/10/27 08:00,,,,,,0.023,0.154,,3.0 (L),0.74,
17,水样,NYMY23103177,2023/10/26 08:00,,,,,,0.023,0.158,0.65,3.0 (L),0.83,
17,水样,NYMY23103178,2023/10/25 08:00,,,,,,0.021,0.171,0.56,3.0 (L),0.75,
17,水样,"NYMY2310343,NYMY2310346",2023/10/23 13:07,,,,,,0.010 (L),0.201,1.75,7.4,1.7,
17,水样,nymy2310348,2023/10/23 08:00,,,,,,0.010 (L),0.157,0.59,10.8,0.63,
17,水样,nymy2310347,2023/10/21 08:00,,,,,,0.010 (L),0.151,0.94,9.1,0.91,
17,水样,NYMY2310345,2023/10/19 08:00,,,,,,0.010 (L),0.139,1.71,7,1.64,
17,水样,NYMY2310344,2023/10/18 08:00,,,,,,,0.176,2.03,8,1.93,
17,水样,NYMY230919143,2023/10/17 08:00,,,,,,0.010 (L),0.18,3.37,8.5,3.26,
17,水样,NYMY230919139,2023/10/16 08:00,,,,,,0.010 (L),0.152,4.13,7.3,3.87,
17,水样,NYMY23091914,2023/10/15 08:00,,,,,,0.010 (L),0.227,9.03,12.3,8.20 (T),
17,水样,NYMY230919140,2023/10/14 08:00,,,,,,0.010 (L),0.388,17.15,12.4,14.33 (T),
17,水样,NYMY230919141,2023/10/13 08:00,,,,,,0.010 (L),0.655,28.88,18.2,20.95 (T),
17,水样,NYMY230919142,2023/10/12 08:00,,,,,,0.010 (L),0.914,12.88,24.9,22.33 (T),
17,水样,NYMY23091940,2023/10/10 08:00,,,,,,0.010 (L),2.296,20.76,43.8,24.83 (T),
17,水样,NYMY23092082,2023/10/9 08:00,,,,,,0.010 (L),1.774,23.35,46.2,24.68 (T),
17,水样,NYMY23091936,2023/10/8 08:00,,,,,,0.010 (L),0.868,20.12,30.4,17.44 (T),
17,水样,NYMY23091937,2023/10/7 08:00,,,,,,0.010 (L),0.256,0.93,7.9,0.88,
17,水样,NYMY23091938,2023/10/6 08:00,,,,,,0.010 (L),0.181,0.3,5.3,0.42,
17,水样,NYMY23091939,2023/10/5 08:00,,,,,,0.010 (L),0.174,0.32,6.5,0.38,
17,水样,NYMY23092083,2023/10/2 08:00,,,,,,0.010 (L),0.169,0.12,9.7,0.79,
17,水样,nymy23092078,2023/10/1 08:00,,,,,,,0.143,0.47,4.3,0.45,
17,水样,nymy23092079,2023/9/30 08:00,,,,,,,0.144,0.6,5.7,0.42,
17,水样,NYMY23092080,2023/9/29 08:00,,,,,,0.010 (L),,0.05 (L),8.2,0.52,
17,水样,NYMY23092081,2023/9/28 08:00,,,,,,0.010 (L),0.162,0.05 (L),6.7,0.56,
17,水样,nymy23091976,2023/9/25 08:00,,,,,,0.010 (L),0.128,,10.9,0.45,
17,水样,nymy23091977,2023/9/24 08:00,,,,,,0.010 (L),0.169,0.24,10.9,0.85,
17,水样,nymy23091978,2023/9/23 08:00,,,,,,0.010 (L),0.169,0.05 (L),11.5,0.57,
17,水样,nymy23091979,2023/9/22 08:00,,,,,,0.010 (L),0.163,0.38,9.5,0.95,
17,水样,nymy23091975,2023/9/21 08:00,,,,,,0.010 (L),0.197,0.35,10.6,1.17,
17,水样,nymy23091980,2023/9/20 08:00,,,,,,0.010 (L),0.181,0.19,8.7,1.07,
17,水样,NYMY23090647,2023/9/19 08:00,,,,,,0.010 (L),0.325,0.78,9.8,1.34,
17,水样,NYMY23090649,2023/9/18 08:00,,,,,,0.010 (L),0.272,3.22,10,1.71,
17,水样,NYMY23090651,2023/9/17 08:00,,,,,,0.010 (L),0.174,0.67,8.7,1.23,
17,水样,NYMY23090648,2023/9/16 08:00,,,,,,0.010 (L),0.19,1.28,7.6,1.8,
17,水样,NYMY23090646,2023/9/15 08:00,,,,,,0.010 (L),0.221,2.66,9.7,3.2,
17,水样,NYMY23090645,2023/9/14 23:15,,,,,,0.010 (L),0.278,2.67,8.2,3.49,
17,水样,NYMY23033034,2023/9/8 08:00,,,,,,0.010 (L),0.244,0.89,9,1.53,
17,水样,NYMY23033033,2023/9/7 08:00,,,,,,0.010 (L),0.252,1.96,10.5,1.94,
17,水样,NYMY23033032,2023/9/6 08:00,,,,,,0.010 (L),0.262,1.99,9.9,1.97,
17,水样,NYMY23033031,2023/9/5 08:00,,,,,,0.010 (L),0.275,2.01,8,1.92,
17,水样,NYMY23033030,2023/9/4 08:00,,,,,,0.010 (L),0.334,1.41,9.7,1.94,
17,水样,NYMY23033029,2023/9/3 08:00,,,,,,0.010 (L),0.307,1.3,9,1.9,
17,水样,nymy23082496,2023/9/2 05:41,,,,,,,2.727 (T),20.64,33.8,25.02 (T),
17,水样,nymy23082495,2023/9/1 23:41,,,,,,,1.989 (T),14.51,23.2,23.13 (T),
17,水样,nymy23082885,2023/9/1 21:41,,,,,,,1.642,19.71,27.1,24.78 (T),
17,水样,NYMY23082493,2023/8/28 10:59,,,,,,0.010 (L),,17.01 (T),23.2,,
17,水样,NYMY23082492,2023/8/26 08:00,,,,,,,,12.97 (T),14.8,,
17,水样,NYMY23082491,2023/8/25 12:00,,,,,,0.657,,22.70 (T),22.3,,
17,水样,NYMY23082487,2023/8/25 11:01,,,,,,0.522,,24.40 (T),20.7,,
17,水样,NYMY23082486,2023/8/24 19:49,,,,,,,0.652,28.30 (T),19.2,21.97 (T),
17,水样,NYMY23082485,2023/8/24 17:23,,,,,,1.884,,35.38 (T),34.3,,
18,水样,NYMY24052054,2024/5/28 08:00,,,,,,0.010 (L),0.235,5.24,42.2,4.66,
18,水样,nymy23101335,2024/5/21 11:09,,,,,,,,,,4.72,
18,水样,nymy23082382,2024/5/20 08:00,,,,,,,0.348,,,8.66,
18,水样,nymy23082365,2024/5/13 08:00,,,,,,,0.134,1.76,,1.33,
18,水样,nymy23082366,2024/5/12 08:00,,,,,,,0.111,5.15,,4.58,
18,水样,nymy23091947,2024/5/10 08:00,,,,,,,0.095,3.16,,2.73,
18,水样,nymy23101336,2024/5/9 08:00,,,,,,,0.115,4.09,3.0 (L),3.59,
18,水样,nymy23111352,2024/4/21 08:00,,,,,,,0.183,3.18,,2.7,
18,水样,nymy2402472,2024/4/2 08:00,,,,,,,0.257,1.35,3.5,0.98,
18,水样,NYMY2402473,2024/3/29 08:00,,,,,,,0.246,,,2.72,
18,水样,nymy2402474,2024/3/27 08:00,,,,,,,0.275,3.37,,3.02,
18,水样,NYMY231128191,2023/12/6 08:00,,,,,,0.019,0.07,5.86,5.8,5.53,
18,水样,NYMY231128192,2023/11/30 08:00,,,,,,0.010 (L),0.079,4.18,7.9,4.17,
18,水样,NYMY23111964,2023/11/29 08:00,,,,,,,0.03,-0.10 (L),,0.07,
18,水样,NYMY23111965,2023/11/23 08:00,,,,,,,0.064,5.04,,4.97,
18,水样,NYMY23111966,2023/11/22 08:00,,,,,,,0.117,3.55,,3.58,
18,水样,NYMY23111351,2023/11/21 08:00,,,,,,,0.066,6.03,,5.44,
18,水样,NYMY23111353,2023/11/19 08:00,,,,,,,0.095,5.94,6.4,5.27,
18,水样,NYMY23111354,2023/11/18 08:00,,,,,,,0.306,6.14,22.6,5.16,
18,水样,NYMY23101337,2023/11/17 08:00,,,,,,0.015,0.028,2.34,3.0 (L),2.44,
18,水样,NYMY23101338,2023/11/16 08:00,,,,,,0.018,0.023,0.05 (L),3.0 (L),0,
18,水样,NYMY23101339,2023/11/15 08:00,,,,,,0.023,0.024,0.12,3.0 (L),0.09,
18,水样,NYMY23101384,2023/11/14 08:00,,,,,,0.010 (L),0.024,0.05 (L),3.0 (L),0.01,
18,水样,NYMY23101340,2023/11/13 15:16,,,,,,0.039,0.063,0.41,5.2,0.33,
18,水样,NYMY23091948,2023/11/6 08:00,,,,,,0.058,0.099,0.08,12.4,0.3,
18,水样,NYMY23103189,2023/11/3 08:00,,,,,,0.018,0.134,5.15,5.1,4.93,
18,水样,NYMY2310319,2023/11/2 08:00,,,,,,0.010 (L),0.049,-0.22 (L),3.0 (L),0.06,
18,水样,NYMY230919126,2023/11/1 08:00,,,,,,0.010 (L),0.069,1.3,7.7,1.49,
18,水样,NYMY231013155,2023/10/31 08:00,,,,,,0.012,0.155,0.61,3.0 (L),0.83,
18,水样,NYMY231013154,2023/10/30 15:26,,,,,,0.012,0.161,1.05,4.1,1.23,
18,水样,NYMY23103190,2023/10/30 15:16,,,,,,0.010 (L),0.065,1.13,3.0 (L),1.01,
18,水样,NYMY23103191,2023/10/30 08:00,,,,,,0.026,0.08,0.88,3.0 (L),0.87,
18,水样,nymy230919125,2023/10/23 11:50,,,,,,0.04,0.05,2.02,13.4,,
18,水样,nymy230919127,2023/10/23 08:00,,,,,,0.028,0.049,1.87,13.6,,
18,水样,nymy230919128,2023/10/13 10:24,,,,,,0.010 (L),0.198,3.69,21.4,3.69,
18,水样,nymy23091949,2023/10/10 15:57,,,,,,0.016,0.07,1.75,13.3,,
18,水样,NYMY23091950,2023/10/7 08:00,,,,,,0.010 (L),0.082,0.00 (lw),5.4,1.15,
18,水样,NYMY23091951,2023/10/6 08:00,,,,,,,0.085,1.51,5,1.5,
18,水样,NYMY23091952,2023/10/5 08:00,,,,,,0.010 (L),0.06,0.06,5.3,0.15,
18,水样,NYMY23091953,2023/10/4 08:00,,,,,,,0.088,0.01 (L),4,0.13,
18,水样,NYMY23082367,2023/10/3 08:00,,,,,,0.010 (L),0.025,0.05 (L),6.7,0.05,
18,水样,NYMY23082368,2023/10/2 08:00,,,,,,0.010 (L),0.037,0.05 (L),6.7,0.14,
18,水样,BYD230822165,2023/9/30 08:00,,,,,,0.010 (L),0.029,0.05 (L),8.9,0.12,
18,水样,NYMY23092084,2023/9/29 08:00,,,,,,0.010 (L),0.036,0.53,7,1.31,
18,水样,NYMY23092085,2023/9/28 08:00,,,,,,0.010 (L),0.045,0.12,10.8,0.99,
18,水样,NYMY23092086,2023/9/27 08:00,,,,,,0.010 (L),0.034,0.05 (L),6.4,0.3,
18,水样,BYD230822166,2023/9/25 17:06,,,,,,0.010 (L),0.084,0.05 (L),12.4,0.32,
18,水样,nymy23082462,2023/9/22 08:00,,,,,,0.036,0.082,0.91,11.5,1.43,
18,水样,byd230822167,2023/9/21 08:00,,,,,,0.010 (L),0.071,4.16,12.3,4.86,
18,水样,byd230822168,2023/9/20 18:53,,,,,,0.010 (L),0.091,4.23,12.6,4.98,
18,水样,NYMY23082461,2023/9/8 08:00,,,,,,0.010 (L),0.021,0.6,5.6,0.81,
18,水样,NYMY23082469,2023/9/3 08:00,,,,,,0.010 (L),0.054,0.37,5.4,1.14,
18,水样,NYMY23082383,2023/8/28 17:32,,,,,,0.010 (L),0.041,0.53,7.8,0.85,
18,水样,NYMY23082384,2023/8/28 12:58,,,,,,0.010 (L),0.057,1.65,14.4,1.99,
18,水样,NYMY23082387,2023/8/28 11:00,,,,,,0.010 (L),0.248,4.19,33.7,,
18,水样,NYMY23082386,2023/8/26 17:12,,,,,,0.010 (L),0.246,3.98,32.2,,
18,水样,NYMY23082385,2023/8/24 19:02,,,,,,0.010 (L),0.262,4.06,32.1,,
19,水样,NYMY24052045,2024/5/27 17:33,,,,,,,0.145,4.48,55.6,,
19,水样,NYMY23112841,2023/12/13 08:00,,,,,,0.010 (L),0.096,,,,
19,水样,NYMY23112836,2023/12/12 08:00,,,,,,0.010 (L),0.089,,,,
19,水样,NYMY23112837,2023/12/11 08:00,,,,,,0.010 (L),0.098,,,,
19,水样,NYMY23112839,2023/12/10 08:00,,,,,,0.010 (L),0.109,,,,
19,水样,NYMY23112838,2023/12/9 08:00,,,,,,0.010 (L),0.139,,,,
19,水样,NYMY23112840,2023/12/8 08:00,,,,,,0.010 (L),0.217,,,,
19,水样,NYMY231128190,2023/12/6 08:00,,,,,,0.010 (L),0.123,4.81,22.8,4.54,
19,水样,NYMY231128186,2023/12/5 08:00,,,,,,0.010 (L),0.097,2.3,10,2.37,
19,水样,NYMY231128187,2023/12/4 08:00,,,,,,0.010 (L),0.132,5.37,20.1,4.69,
19,水样,NYMY231128188,2023/12/3 08:00,,,,,,0.010 (L),0.15,3.64,27.7,3.29,
19,水样,NYMY231128189,2023/12/2 08:00,,,,,,0.010 (L),0.128,2.79,24.4,2.53,
19,水样,NYMY23112819,2023/12/1 08:00,,,,,,0.042,0.104,4.51,9.5,4.45,
19,水样,NYMY23101382,2023/11/21 08:00,,,,,,,0.173,6.51,31.7,5.34,
19,水样,NYMY23111348,2023/11/20 08:00,,,,,,,0.251,6.79,64.2,5.35,
19,水样,NYMY23111349,2023/11/19 08:00,,,,,,,0.24,6.62,53.9,5.29,
19,水样,NYMY23111350,2023/11/18 08:00,,,,,,,0.502,8.31,59.8,6.38,
19,水样,NYMY23111347,2023/11/17 16:40,,,,,,,0.224,5.99,31.2,4.87,
19,水样,NYMY23101383,2023/11/17 16:20,,,,,,,0.141,5.49,9.3,4.96,
19,水样,NYMY23101381,2023/11/17 08:00,,,,,,0.082,0.233,4.29,16.4,3.51,
19,水样,NYMY23101377,2023/11/16 08:00,,,,,,0.019,0.214,2.32,24.6,1.95,
19,水样,NYMY23101378,2023/11/15 08:00,,,,,,0.010 (L),0.099,5.1,3.3,4.71,
19,水样,NYMY23101379,2023/11/14 08:00,,,,,,0.024,0.142,4.41,8.4,3.77,
19,水样,NYMY23101333,2023/11/13 08:00,,,,,,0.010 (L),0.138,5.02,3.0 (L),4.53,
19,水样,NYMY23101327,2023/11/12 08:00,,,,,,0.010 (L),0.143,5.01,3.0 (L),4.5,
19,水样,NYMY23101328,2023/11/11 08:00,,,,,,0.02,0.187,5.6,17.8,4.58,
19,水样,NYMY23101329,2023/11/10 08:00,,,,,,0.022,0.156,2.19,9.8,2.18,
19,水样,NYMY23101330,2023/11/9 08:00,,,,,,0.012,0.103,4.61,3.0 (L),4.23,
19,水样,NYMY23101334,2023/11/8 08:00,,,,,,0.010 (L),0.091,4.99,3,4.6,
19,水样,NYMY231013156,2023/11/6 08:00,,,,,,0.010 (L),0.172,4.31,40.1,3.64,
19,水样,NYMY231013160,2023/11/5 08:00,,,,,,0.010 (L),0.251,5.47,65,4.16,
19,水样,NYMY23101316,2023/11/4 08:00,,,,,,0.010 (L),0.19,4.35,32,3.67,
19,水样,NYMY231013159,2023/11/3 08:00,,,,,,0.010 (L),0.115,4.39,9.7,4.31,
19,水样,NYMY231013158,2023/11/2 08:00,,,,,,0.010 (L),0.132,5.4,15.5,5.16,
19,水样,NYMY231013157,2023/11/1 08:00,,,,,,0.010 (L),0.121,5.33,11.2,4.95,
19,水样,NYMY23103192,2023/10/30 08:00,,,,,,0.010 (L),0.117,4.74,3.0 (L),4.53,
19,水样,NYMY23103196,2023/10/29 08:00,,,,,,0.024,0.117,2.62,3.0 (L),2.45,
19,水样,NYMY23103197,2023/10/28 08:00,,,,,,0.02,0.103,5.7,7.3,5.76,
19,水样,NYMY23103195,2023/10/27 08:00,,,,,,0.023,0.099,5.64,3.0 (L),5.28,
19,水样,NYMY23103194,2023/10/26 08:00,,,,,,0.023,0.103,5.84,3.0 (L),5.66,
19,水样,NYMY23103193,2023/10/25 08:00,,,,,,0.010 (L),0.096,5.82,3.0 (L),5.64,
19,水样,nymy2310349,2023/10/23 08:00,,,,,,0.010 (L),0.134,4.37,18.2,3.93,
19,水样,nymy2310351,2023/10/21 08:00,,,,,,0.010 (L),0.165,6.36,19.4,5.78 (T),
19,水样,"nymy2310350,nymy2310352",2023/10/20 08:00,,,,,,0.010 (L),0.138,6.37,16.5,4.19,
19,水样,nymy2310353,2023/10/19 08:00,,,,,,0.010 (L),0.152,6.33,13,5.88 (T),
19,水样,nymy2310354,2023/10/18 08:00,,,,,,0.010 (L),0.13,6,14.5,5.60 (T),
19,水样,NYMY230919134,2023/10/17 08:00,,,,,,0.010 (L),0.121,6.39,10.1,5.58 (T),
19,水样,NYMY230919129,2023/10/16 08:00,,,,,,0.010 (L),0.194,5.81,6.2,5.03 (T),
